"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","subgroup:ch1","subtype:ch1","tissue:ch1"
"GSM2261548","MB_SubtypeStudy_55011","GSM2261548","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: WNT","subtype: WNT_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261548/suppl/GSM2261548_HTHuGene11_020414H_MT2_0011.CEL.gz","21641","Reanalyzed by: GSE124814","WNT","WNT_beta","medulloblastoma"
"GSM2261549","MB_SubtypeStudy_55012","GSM2261549","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261549/suppl/GSM2261549_HTHuGene11_020411K_MT5_13.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_gamma","medulloblastoma"
"GSM2261550","MB_SubtypeStudy_55013","GSM2261550","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261550/suppl/GSM2261550_HTHuGene11_020411K_MT6_14.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_gamma","medulloblastoma"
"GSM2261551","MB_SubtypeStudy_55014","GSM2261551","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: WNT","subtype: WNT_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261551/suppl/GSM2261551_HTHuGene11_102912W_MT119_15.CEL.gz","21641","Reanalyzed by: GSE124814","WNT","WNT_alpha","medulloblastoma"
"GSM2261552","MB_SubtypeStudy_55015","GSM2261552","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_delta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261552/suppl/GSM2261552_HTHuGene11_020411K_MT7_16.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_delta","medulloblastoma"
"GSM2261553","MB_SubtypeStudy_55016","GSM2261553","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: WNT","subtype: WNT_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261553/suppl/GSM2261553_HTHuGene11_020414H_MT3_0018.CEL.gz","21641","Reanalyzed by: GSE124814","WNT","WNT_alpha","medulloblastoma"
"GSM2261554","MB_SubtypeStudy_55017","GSM2261554","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261554/suppl/GSM2261554_HTHuGene11_062314H_MT1_0023.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_gamma","medulloblastoma"
"GSM2261555","MB_SubtypeStudy_55018","GSM2261555","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261555/suppl/GSM2261555_HTHuGene11_111511K_MT459_MB-26.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_beta","medulloblastoma"
"GSM2261556","MB_SubtypeStudy_55019","GSM2261556","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261556/suppl/GSM2261556_HTHuGene11_070711K_MT269_MB-29.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261557","MB_SubtypeStudy_55020","GSM2261557","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261557/suppl/GSM2261557_HTHuGene11_080211K_MT360_MB-38.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261558","MB_SubtypeStudy_55021","GSM2261558","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261558/suppl/GSM2261558_HTHuGene11_062314H_MT2_0040.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261559","MB_SubtypeStudy_55022","GSM2261559","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261559/suppl/GSM2261559_HTHuGene11_062314H_MT3_0042.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_beta","medulloblastoma"
"GSM2261560","MB_SubtypeStudy_55023","GSM2261560","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261560/suppl/GSM2261560_HTHuGene11_111511K_MT460_MB-44.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_alpha","medulloblastoma"
"GSM2261561","MB_SubtypeStudy_55024","GSM2261561","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261561/suppl/GSM2261561_HTHuGene11_111511K_MT461_MB-45.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_gamma","medulloblastoma"
